"Ret.Time","Area","CAS","Compound","Quality"
8.537,455862811,"017596-96-2","Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester","91"
9.795,83548886,"027844-07-1","l-Alanine, N-(trimethylsilyl)-, trimethylsilyl ester","96"
13.178,18559821,"007364-44-5","L-Valine, N-(trimethylsilyl)-, trimethylsilyl ester","86"
14.67,136901440,"018297-63-7","Urea, N,N'-bis(trimethylsilyl)-","93"
14.789,1263097169,"010497-05-9","Silanol, trimethyl-, phosphate (3:1)","98"
14.852,37674353,"007364-46-7","L-Leucine, N-(trimethylsilyl)-, trimethylsilyl ester","76"
14.958,40165614,"006787-10-6","Glycerol, tris(trimethylsilyl) ether","93"
15.48,29161310,"007483-92-3","L-Isoleucine, N-(trimethylsilyl)-,trimethylsilyl ester","90"
15.81,89805843,"005630-82-0","Glycine, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","93"
16.043,19499954,"040309-57-7","Butanedioic acid, bis(trimethylsilyl) ester","98"
18.021,30111727,"007537-02-2","N,O,O-Tris(trimethylsilyl)-L-threonine","91"
21.191,35292378,"018547-29-0","Butane, 1,2,3,4-tetrakis[(trimethylsilyl)oxy]-","90"
21.569,22717537,"055268-53-6","L-Aspartic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester","99"
21.732,240086069,"030274-77-2","L-Proline, 5-oxo-1-(trimethylsilyl)-, trimethylsilyl ester","93"
22.684,159611491,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
23.977,92034355,"015985-07-6","Glutamic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester, L-","99"
28.297,40313329,"1000333-13-9","DL-Ornithine, N,N,N'-tris(trimethylsilyl)-, trimethylsilyl ester","99"
28.386,48392087,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","91"
29.27,183865475,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","94"
29.503,127896203,"1000380-19-0","D-(-)-Fructose, pentakis(trimethylsilyl) ether, methyloxime (syn)","91"
29.804,1166566325,"128705-61-3","d-Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.154,206849274,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.439,113565900,"014199-80-5","Trimethylsilyl ether of glucitol","91"
33.199,95057192,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.505,257935426,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","87"
36.347,35781796,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.836,75242837,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
39.861,15594473,"1000308-88-0","Oleamide, N-trimethylsilyl-","90"
50.937,143359744,"001856-05-9","Cholesterol trimethylsilyl ether","99"
