"Ret.Time","Area","CAS","Compound","Quality"
8.609,2110667723,"017596-96-2","Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester","91"
9.816,120824627,"027844-07-1","l-Alanine, N-(trimethylsilyl)-, trimethylsilyl ester","95"
11.473,29748667,"000141-63-9","Pentasiloxane, dodecamethyl-","94"
13.201,24510376,"007364-44-5","L-Valine, N-(trimethylsilyl)-, trimethylsilyl ester","96"
14.828,1748874408,"010497-05-9","Silanol, trimethyl-, phosphate (3:1)","94"
14.988,73376315,"006787-10-6","Glycerol, tris(trimethylsilyl) ether","93"
15.503,37520672,"007483-92-3","L-Isoleucine, N-(trimethylsilyl)-,trimethylsilyl ester","90"
15.834,99539628,"005630-82-0","Glycine, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","93"
16.069,22128472,"040309-57-7","Butanedioic acid, bis(trimethylsilyl) ester","98"
17.355,22911215,"064625-17-8","Serine, N,O-bis(trimethylsilyl)-,trimethylsilyl ester","91"
18.043,38146666,"007537-02-2","N,O,O-Tris(trimethylsilyl)-L-threonine","94"
21.195,52123274,"018547-29-0","Butane, 1,2,3,4-tetrakis[(trimethylsilyl)oxy]-","90"
21.577,18713281,"055268-53-6","L-Aspartic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester","99"
21.75,315349543,"030274-77-2","L-Proline, 5-oxo-1-(trimethylsilyl)-, trimethylsilyl ester","95"
22.699,286765774,"055012-82-3","2-Propenoic acid, 3-phenyl-, trimethylsilyl ester, (E)-","99"
23.983,87413620,"015985-07-6","Glutamic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester, L-","99"
27.135,33824377,"031038-11-6","Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester","91"
28.297,34876587,"055556-70-2","L-Ornithine, N2,N5,N5-tris(trimethylsilyl)-, trimethylsilyl ester","99"
28.388,60963864,"014330-97-3","1,2,3-Propanetricarboxylic acid, 2-[(trimethylsilyl)oxy]-, tris(trimethylsilyl) ester","93"
29.27,177716431,"056196-14-6","D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","93"
29.504,120148150,"1000380-35-6","D-(-)-Fructose, pentakis(trimethylsilyl) ether, benzyloxime (isomer2)","91"
29.801,1020857512,"130405-10-6","d-Glucose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, o-methyloxyme, (1E)-","91"
30.155,207656449,"120850-88-6","Galactose oxime hexakis(trimethylsilyl)","93"
30.438,120730069,"014199-80-5","Trimethylsilyl ether of glucitol","92"
33.202,121426894,"055520-89-3","Hexadecanoic acid, trimethylsilylester","99"
33.512,363844049,"002582-79-8","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-","90"
34.776,81276732,"005630-82-0","Glycine, N,N-bis(trimethylsilyl)-,trimethylsilyl ester","70"
36.349,51736235,"021556-26-3","Oleic acid, trimethylsilyl ester","99"
36.838,82170466,"018748-91-9","Octadecanoic acid, trimethylsilylester","99"
50.957,380793832,"001856-05-9","Cholesterol trimethylsilyl ether","99"
